Inflight wifi service,Age,Flight Distance,Class,Online boarding,Checkin service,Loyal Customer,Seat comfort,Leg room service,Business Travel
2,37,912,2,2,3,1,2,3,0
3,45,2182,3,5,3,1,4,3,1
5,25,600,3,5,5,1,5,4,1
1,57,216,2,1,2,0,4,3,1
1,16,925,1,2,3,1,1,4,0
4,42,3874,3,2,1,1,2,5,1
1,64,862,1,1,3,0,2,5,1
4,26,524,1,4,3,0,4,3,1
4,53,356,1,4,4,1,4,1,1
4,61,458,3,5,5,1,5,4,1
5,25,712,3,5,5,0,3,4,1
3,33,631,3,3,4,0,3,2,1
2,47,294,3,4,3,1,5,4,1
4,10,731,1,4,3,0,5,2,1
3,27,112,2,3,3,0,2,5,1
1,49,3854,3,5,5,1,4,4,1
2,12,229,1,2,3,1,5,3,0
2,32,3405,3,4,4,1,4,4,1
3,62,621,1,3,4,1,5,4,0
4,50,1033,3,5,3,1,5,4,1
4,48,3873,3,2,1,1,3,4,1
3,35,488,3,3,4,0,2,2,1
5,36,1534,3,5,4,1,5,5,1
4,32,156,1,4,5,1,2,4,0
1,65,563,1,5,4,1,4,2,0
2,51,888,3,1,3,1,2,5,1
2,61,3074,3,3,5,1,3,4,1
4,21,580,1,4,3,0,3,5,1
1,54,158,3,4,1,1,4,2,1
2,46,2637,3,4,5,1,5,4,1
4,49,315,2,2,2,1,1,4,1
1,47,406,3,5,3,1,5,5,1
4,41,1249,2,4,3,1,4,4,1
4,38,358,1,4,4,1,1,2,0
3,21,192,1,3,2,0,1,1,1
3,36,719,2,3,3,1,3,3,0
2,45,1587,3,4,4,1,4,4,1
2,55,377,1,2,4,1,2,3,0
3,27,1773,3,4,3,1,4,5,1
4,21,707,1,4,3,0,1,2,1
4,52,3343,3,4,5,1,4,5,1
5,49,542,3,5,4,1,2,5,1
3,36,346,1,3,3,1,3,2,1
4,54,1069,3,5,5,1,4,2,1
4,36,3843,3,4,3,1,5,4,1
3,48,411,1,5,4,1,4,3,0
0,26,479,3,0,5,0,2,3,1
2,39,2180,3,5,2,1,4,5,1
3,46,594,3,3,2,1,3,3,1
1,28,500,1,1,4,1,4,2,0
4,59,347,1,4,4,1,4,4,1
4,45,737,3,3,2,1,2,4,1
3,7,1576,1,3,4,1,3,3,0
2,22,919,1,2,1,1,3,4,0
1,56,2708,3,4,3,1,4,4,1
4,24,1138,3,4,4,0,4,2,1
1,30,429,1,2,3,1,3,5,0
1,49,2419,2,4,4,1,4,3,0
1,22,1733,1,1,4,1,2,4,0
2,48,305,1,2,3,0,1,3,1
3,55,1475,1,3,3,1,4,5,0
1,28,438,1,2,2,0,5,3,1
4,31,3252,3,4,1,1,4,2,1
3,32,3391,3,4,4,1,4,4,1
4,22,833,1,4,4,0,4,5,1
1,60,918,2,1,3,1,4,4,0
3,24,3459,3,4,3,1,5,3,1
2,42,2747,3,4,4,1,5,3,1
4,41,616,1,4,4,0,5,2,1
1,15,594,1,1,3,1,2,3,0
2,51,236,1,1,1,1,2,2,1
1,44,2481,3,4,4,1,5,4,1
3,35,612,2,3,5,1,4,2,0
3,39,1195,1,1,1,0,1,3,1
1,58,3553,3,5,3,1,4,5,1
3,10,2237,1,1,2,1,2,3,0
4,29,2521,3,5,4,1,5,4,1
5,59,544,3,5,2,1,5,5,0
3,22,3302,3,3,3,1,3,4,0
5,46,414,3,5,3,1,5,5,1
2,62,290,3,2,2,0,2,3,1
2,53,130,3,5,5,1,4,5,1
2,47,1276,1,2,3,1,2,3,0
3,48,867,2,3,5,0,5,4,1
4,42,231,3,4,5,1,4,5,1
5,48,1448,3,5,2,1,2,4,1
4,45,765,3,4,3,0,3,2,1
0,34,1400,2,0,1,1,2,1,1
4,39,1303,3,4,5,1,4,5,1
2,39,266,3,3,3,0,1,2,1
2,45,628,1,2,1,1,2,4,0
1,66,2419,2,5,5,1,4,1,0
5,41,370,1,5,2,1,1,4,0
2,48,908,1,2,3,1,5,2,0
2,26,1313,1,2,4,0,1,2,1
3,16,413,1,3,3,1,2,2,0
1,28,787,3,1,2,1,1,3,1
1,39,3327,3,4,3,1,5,4,1
2,7,1073,1,1,3,1,4,5,0
5,55,3252,3,4,4,1,4,5,1
2,62,503,1,2,3,1,1,2,0
1,63,895,1,5,5,1,4,2,0
2,56,427,1,1,1,1,4,2,1
1,61,502,1,4,1,1,4,1,0
4,52,1133,1,4,5,1,2,4,0
4,30,1817,3,4,2,1,4,5,1
3,54,1626,3,5,2,1,3,5,1
5,39,907,3,5,4,0,5,5,1
2,25,456,3,2,5,0,3,3,1
2,64,853,1,4,4,1,5,2,0
1,49,757,3,1,3,0,5,2,1
4,42,495,1,4,2,1,3,4,1
3,35,674,1,3,1,0,1,5,1
2,39,316,2,2,1,1,2,2,1
1,50,3878,3,5,5,1,4,5,1
3,50,77,3,4,2,1,4,4,1
3,22,628,1,3,3,1,3,4,0
3,34,1504,1,2,2,1,2,2,0
3,48,1547,3,5,5,1,5,5,1
4,39,3387,3,4,5,1,4,4,1
4,43,991,1,4,1,1,4,4,1
2,22,842,1,2,2,1,3,5,0
1,51,2475,3,4,3,1,5,5,1
2,34,368,1,3,4,0,1,3,1
5,18,1471,3,5,3,0,4,2,1
3,38,1620,3,1,3,1,5,4,1
4,35,432,1,5,4,1,5,3,0
2,11,341,3,2,1,1,2,1,0
1,40,73,1,1,3,1,1,1,1
0,43,1870,3,4,5,1,4,3,1
4,41,1062,1,4,5,1,1,2,0
4,48,1947,3,4,4,1,5,5,1
2,23,403,2,2,2,0,5,5,1
4,29,867,3,4,3,0,2,5,1
3,33,1010,1,3,4,1,5,1,0
3,56,936,1,4,1,1,3,3,1
2,17,240,2,2,4,1,5,2,0
2,68,2139,1,2,5,1,1,5,0
1,44,1045,3,5,3,1,5,4,1
5,60,1097,1,5,2,1,5,3,1
2,27,216,3,2,1,0,2,5,1
3,43,491,1,3,3,1,3,1,0
4,52,326,1,4,1,1,4,4,1
4,23,438,2,4,3,1,5,3,1
1,59,986,3,5,3,1,4,5,1
3,25,2306,1,3,3,1,4,5,0
3,22,866,1,3,2,0,5,3,1
1,53,1464,3,4,4,1,4,4,1
2,23,2777,1,2,3,1,2,5,0
1,42,2446,3,5,5,1,4,4,1
2,41,937,2,5,2,1,5,2,0
5,50,550,3,5,5,1,5,4,1
2,59,1587,3,4,3,1,4,5,1
1,33,431,2,1,4,1,1,3,0
2,51,1129,3,4,1,1,3,2,1
5,30,2833,3,4,4,1,4,2,1
4,74,299,2,3,3,1,3,1,1
5,40,1008,1,5,3,1,5,2,1
4,69,458,1,4,5,0,1,2,1
4,47,331,1,4,3,1,4,1,1
3,50,502,1,3,3,1,4,3,1
4,12,2133,1,4,4,1,3,1,0
3,26,2048,3,3,2,1,3,4,1
2,25,281,1,2,2,1,3,4,1
4,29,965,3,5,5,1,5,3,1
1,35,601,1,1,2,1,5,4,0
3,49,373,1,3,3,1,2,3,0
3,46,2446,1,4,1,1,3,3,1
1,43,372,1,1,3,1,5,2,0
3,22,500,1,3,4,0,3,5,1
2,69,458,1,2,4,1,4,4,0
5,27,999,1,5,1,1,5,1,0
1,34,590,1,1,3,0,3,3,1
2,60,1561,3,1,1,1,2,2,1
1,29,533,3,4,3,1,4,4,1
2,17,1189,1,2,3,0,4,3,1
2,59,125,1,2,1,0,2,5,1
1,36,1721,2,1,4,1,5,4,0
2,26,1184,3,2,3,0,2,4,1
3,38,152,1,3,4,1,5,5,0
4,39,338,3,4,1,0,4,4,1
4,48,463,1,4,3,1,4,4,1
3,54,2137,3,5,4,1,5,5,1
4,34,2585,3,5,5,0,5,5,1
4,52,853,1,4,3,1,4,3,1
3,28,803,1,4,4,0,1,2,1
4,42,773,1,3,1,1,3,4,0
1,19,1005,1,1,4,1,5,2,0
4,25,305,3,4,4,0,1,5,1
2,39,288,3,2,1,0,1,4,1
2,52,678,2,2,1,1,2,1,1
2,37,945,1,1,3,1,2,5,0
3,45,541,3,4,4,1,4,4,1
1,20,1357,1,1,4,0,4,3,1
5,44,583,3,4,5,1,5,4,1
2,56,925,1,4,2,1,3,2,1
3,53,3784,1,5,5,1,5,4,0
1,69,2395,3,1,4,1,2,5,1
0,25,925,2,0,5,1,5,5,1
2,72,214,3,3,1,1,3,2,1
2,48,491,1,2,4,1,2,3,1
2,21,1091,1,2,4,1,5,2,0
3,16,406,1,3,1,1,5,1,0
1,48,2928,3,4,3,1,4,4,1
4,51,1610,3,4,5,1,4,4,1
2,24,577,1,3,4,0,2,5,1
4,49,846,1,4,4,1,3,4,1
3,20,1416,1,3,1,0,2,2,1
4,38,143,3,4,4,0,4,4,1
1,37,2924,3,5,2,1,4,4,1
3,58,319,1,3,1,1,5,3,0
3,22,134,1,3,3,1,4,1,0
3,9,427,3,3,1,1,1,5,0
5,50,480,3,5,4,0,1,4,1
4,23,600,3,4,4,0,1,5,1
4,32,867,1,5,1,1,4,5,1
4,55,2542,3,4,3,1,5,4,1
2,63,663,1,4,2,1,3,2,0
1,44,1034,3,3,4,1,1,4,1
3,39,3337,3,3,1,1,5,4,1
2,47,281,2,4,3,1,4,2,1
4,45,2133,3,4,4,1,4,4,1
4,26,829,3,4,3,0,5,2,1
1,58,1773,3,4,3,1,4,4,1
1,24,761,1,0,5,1,5,2,0
3,12,675,1,3,4,1,3,2,0
1,36,2695,3,2,1,1,5,5,1
4,54,190,3,4,3,0,2,4,1
1,48,2716,3,4,4,1,4,1,1
5,43,1916,3,4,4,1,4,4,1
3,43,1903,3,5,5,1,4,3,1
2,31,1616,2,2,1,1,2,5,1
1,67,689,1,4,3,1,5,2,0
4,42,611,1,3,3,1,4,4,1
4,53,3294,3,2,2,1,2,4,1
5,54,2139,1,4,4,1,4,5,0
2,54,1535,1,2,3,1,5,1,0
3,67,422,1,3,3,1,5,2,0
4,32,3627,3,3,4,1,3,2,1
4,50,3929,3,4,5,1,5,4,1
2,43,1832,3,3,3,1,3,2,1
4,32,2866,3,4,4,1,5,2,1
1,27,351,1,1,1,0,5,1,1
2,27,1481,1,2,3,1,2,4,1
3,59,581,1,3,4,1,5,2,0
5,18,920,1,4,4,1,4,5,0
2,22,1249,1,2,3,0,4,3,1
2,39,1500,3,3,1,1,4,2,1
4,52,848,1,2,5,1,5,4,1
3,38,2531,3,3,2,1,3,3,1
3,29,589,3,4,2,1,4,4,1
1,27,1072,3,1,4,1,1,3,1
5,28,1024,3,3,3,1,3,5,1
2,66,643,1,5,3,1,5,2,0
0,38,140,1,0,2,1,3,1,0
3,31,1299,1,3,3,1,1,2,0
3,40,337,2,3,3,1,2,5,0
1,40,214,3,0,3,0,2,4,1
2,47,738,1,2,3,1,3,5,0
1,40,209,1,1,2,1,2,4,0
5,42,2615,3,5,4,1,5,5,1
4,49,305,2,4,1,0,1,4,1
3,59,948,1,3,1,1,4,4,0
1,24,733,1,1,1,1,5,5,0
2,33,3579,3,5,3,1,5,2,1
5,27,89,1,5,1,1,5,2,1
4,36,289,3,4,5,0,5,5,1
3,37,363,3,5,5,1,5,2,1
4,61,376,1,4,1,1,4,4,1
4,23,861,2,4,5,1,5,4,0
2,44,1589,3,4,4,1,5,5,1
1,59,187,2,1,2,1,4,4,0
2,12,895,1,2,2,0,2,2,1
4,27,1119,1,4,1,0,3,4,1
4,37,302,1,4,3,0,1,5,1
3,45,1089,3,3,3,0,4,4,1
4,21,620,1,4,2,0,5,3,1
4,42,733,2,4,5,1,1,1,0
1,47,315,3,4,3,1,4,5,1
3,50,853,1,4,4,1,4,3,0
4,52,966,3,4,5,1,5,4,1
3,33,3233,3,4,4,1,4,4,1
4,18,954,1,4,3,1,4,4,0
4,18,919,1,4,5,1,1,5,0
3,56,1999,3,4,5,1,5,4,1
3,56,438,1,4,4,1,4,3,0
4,24,589,1,4,5,0,4,4,1
3,72,361,3,4,3,1,4,2,1
2,41,507,1,2,3,1,2,4,0
5,44,2859,3,5,3,1,4,4,1
1,14,102,2,1,2,1,4,5,0
4,40,240,3,5,3,1,4,5,1
2,59,226,3,5,4,1,5,5,1
3,22,551,1,3,3,1,1,3,0
4,29,1246,2,4,4,1,4,4,1
3,31,1105,1,4,1,0,2,5,1
1,50,2938,3,4,4,1,5,4,1
0,22,522,3,1,4,0,1,3,1
3,16,1343,1,3,3,0,1,1,1
2,7,1211,1,2,3,1,2,2,0
1,49,1726,3,3,3,1,5,5,1
2,36,1046,1,2,3,1,2,1,1
4,31,1783,3,2,5,1,2,4,1
1,55,1635,3,3,4,1,4,5,1
2,44,460,3,4,4,1,4,5,1
5,16,1027,2,4,2,1,1,2,1
3,57,3259,3,4,3,1,5,4,1
5,22,1033,1,5,5,0,2,2,1
1,66,1437,1,3,2,1,3,1,0
3,32,187,1,3,3,1,4,2,0
1,46,731,2,1,2,1,5,2,0
5,46,1846,3,3,3,1,4,5,1
0,22,364,3,0,5,0,4,5,1
1,19,362,1,1,1,1,1,3,0
1,29,2139,3,4,5,1,4,5,1
4,64,371,1,4,4,1,3,4,0
1,31,2040,3,3,3,1,3,2,1
3,40,368,1,3,4,1,3,2,1
3,43,3528,3,3,3,1,3,3,1
3,51,735,1,3,4,1,5,5,0
4,54,3250,3,4,3,1,5,5,1
2,23,723,1,2,3,0,2,1,1
1,15,1205,1,1,3,0,2,5,1
1,25,771,3,1,4,1,1,3,1
2,34,391,3,5,3,1,5,4,1
4,63,787,1,5,5,1,3,3,0
2,50,280,3,2,3,0,4,3,1
1,35,526,2,1,1,1,1,4,1
5,27,414,3,5,4,0,1,2,1
2,32,594,2,2,1,1,1,5,0
4,57,859,1,4,4,1,3,3,0
5,31,1076,3,4,5,1,4,2,1
5,64,1591,3,4,3,1,4,5,1
4,43,1300,1,4,5,1,5,4,0
1,63,3795,3,5,1,1,4,4,1
5,14,141,1,5,3,1,1,3,0
4,20,666,1,4,2,1,2,5,0
2,19,862,1,3,3,1,4,2,0
3,51,1744,1,3,4,1,1,5,0
0,33,353,2,0,3,1,5,4,1
2,29,1144,1,2,4,0,1,3,1
1,72,228,3,1,5,0,1,4,1
3,45,3759,3,4,3,1,4,4,1
2,40,351,1,2,4,1,2,1,1
2,30,3646,3,2,1,1,2,1,1
2,37,646,1,2,3,0,2,5,1
3,15,209,1,0,2,1,4,3,0
3,35,2586,1,3,3,0,4,5,1
5,36,279,1,5,2,1,5,2,1
5,42,1747,3,4,5,1,5,4,1
4,34,3978,3,4,4,1,1,5,1
3,36,3700,3,3,3,1,3,4,1
4,27,1299,3,4,3,0,3,3,1
4,51,3483,3,5,5,1,1,4,1
5,29,867,1,5,1,1,5,4,1
2,56,612,3,2,2,1,2,2,1
3,17,3335,3,3,2,1,3,2,1
5,65,266,1,5,4,1,3,4,0
3,49,1559,3,4,4,1,5,5,1
2,35,2076,3,3,3,1,4,2,1
3,32,1900,3,3,3,1,3,1,1
2,36,376,1,2,4,1,4,4,0
0,30,2917,2,0,4,1,1,1,1
4,42,2454,3,5,4,1,4,4,1
3,59,2586,1,3,2,1,3,3,0
2,66,775,3,4,2,1,4,2,0
5,49,1779,3,5,4,1,4,5,1
2,25,534,2,2,2,1,1,3,1
2,26,1020,3,2,5,0,3,4,1
1,48,3175,3,3,3,1,4,1,1
5,39,862,3,5,5,1,5,5,1
3,25,377,3,3,3,0,4,5,1
3,44,2069,3,5,3,1,5,2,1
4,26,366,3,4,3,0,2,4,1
3,14,2045,3,3,2,1,3,5,1
2,38,2374,3,4,3,1,3,3,1
4,58,189,3,4,3,1,4,4,1
2,50,515,1,4,4,1,5,2,0
3,39,694,3,3,4,0,1,3,1
2,30,666,1,2,1,1,2,5,0
3,22,1069,1,3,3,0,1,4,1
2,26,283,1,2,4,1,2,2,0
0,47,2770,3,4,4,1,4,4,1
2,45,2800,3,4,4,1,4,4,1
2,49,1613,3,3,1,1,4,2,1
3,51,353,1,4,4,1,5,3,0
4,29,764,3,4,3,0,2,3,1
2,45,564,1,2,3,1,3,5,1
5,18,305,3,5,3,0,1,5,1
3,26,1346,1,3,3,1,4,2,0
5,52,356,3,4,3,1,4,3,1
2,16,1751,3,2,5,1,1,2,0
4,63,371,1,4,4,1,3,4,0
5,59,2340,3,1,4,1,4,5,1
2,44,1670,3,3,5,1,4,5,1
3,23,620,1,3,1,0,3,1,1
1,31,2033,3,4,4,1,4,1,1
1,37,158,3,1,3,0,4,3,1
1,35,1205,1,1,2,1,5,3,0
3,24,892,1,3,4,1,1,2,0
2,40,214,1,0,4,1,5,4,0
2,47,441,3,5,3,1,5,5,1
1,46,728,1,1,4,1,3,4,0
3,27,101,1,3,5,1,4,2,0
3,32,595,1,4,2,1,2,2,0
1,53,1431,1,1,5,1,4,2,0
1,28,931,3,2,3,0,4,4,1
5,59,912,1,5,5,1,5,3,0
2,45,605,1,2,3,1,3,4,0
4,33,1976,3,5,4,1,5,3,1
3,20,404,3,3,4,1,3,2,1
3,40,594,2,3,4,1,3,3,1
4,25,534,3,4,4,0,3,5,1
2,33,164,1,2,2,0,1,5,1
5,63,463,1,5,1,1,5,3,1
3,23,725,1,3,1,0,1,4,1
2,25,354,1,2,4,1,5,1,0
4,47,481,3,4,3,1,3,4,1
1,47,552,3,4,3,1,4,4,1
2,44,602,1,4,4,1,3,2,1
1,42,3759,3,5,4,1,5,5,1
1,19,1788,3,1,1,0,3,3,1
4,23,533,1,4,3,0,3,3,1
3,32,781,3,3,5,0,5,3,1
3,32,377,3,5,5,1,5,2,1
2,62,3486,3,3,1,1,3,3,1
1,63,102,3,5,3,1,4,4,1
2,32,3693,3,2,3,1,2,5,1
3,44,3764,3,5,4,1,5,4,1
2,54,2724,3,3,4,1,5,4,1
3,68,639,1,3,5,1,4,5,1
2,43,369,2,2,4,1,2,2,1
3,14,546,1,5,1,1,2,5,0
2,63,337,3,2,2,1,2,2,1
3,34,374,1,5,5,1,4,4,0
4,47,89,1,5,3,1,3,4,1
3,66,1488,1,3,2,1,2,3,0
2,39,189,1,2,3,1,2,2,0
4,58,163,2,4,4,1,3,2,1
2,47,2549,3,5,3,1,4,4,1
4,19,399,1,3,3,0,2,3,1
2,42,3097,3,4,4,1,3,2,1
4,39,457,1,4,5,1,4,5,1
4,37,86,1,4,4,1,3,5,0
1,43,2437,3,5,4,1,5,4,1
3,51,2342,3,4,3,1,4,5,1
2,45,304,3,2,3,0,2,4,1
3,15,604,1,3,5,1,3,5,0
4,55,432,3,4,4,1,4,2,0
2,35,2969,3,3,3,1,2,2,1
1,27,1158,1,1,3,0,4,3,1
1,56,304,3,4,5,1,4,4,1
4,20,447,1,4,1,0,3,3,1
3,41,325,1,3,3,1,1,4,0
1,14,395,1,2,2,1,2,5,0
3,52,738,3,4,5,1,4,3,0
3,55,819,3,4,1,1,5,4,1
1,23,680,1,0,5,1,3,4,0
3,44,569,3,4,5,1,4,4,1
4,44,2603,1,1,1,1,1,2,0
1,42,785,1,2,5,1,1,3,0
3,28,1237,1,3,1,0,5,4,1
2,41,1440,3,5,3,1,4,5,1
1,37,3905,3,4,5,1,5,5,1
3,55,1609,3,5,4,1,5,4,1
5,32,1250,2,5,1,1,5,2,1
5,43,2244,3,5,5,1,4,5,1
2,16,1590,2,2,4,1,2,3,0
4,51,337,1,4,4,1,2,5,0
2,30,1121,1,2,3,0,1,1,1
1,45,1844,1,4,3,1,4,1,0
3,58,226,1,3,2,1,3,3,1
4,40,2704,3,4,4,1,4,4,1
1,10,787,2,1,3,0,4,2,1
2,35,508,3,3,4,1,3,3,1
4,25,763,1,4,3,1,3,2,0
3,38,1237,1,4,1,0,2,1,1
4,38,770,1,4,3,1,4,2,1
3,17,2288,1,3,1,0,5,3,1
4,33,1598,3,4,4,1,3,3,1
1,68,396,1,1,5,0,5,4,0
4,42,1609,3,3,5,1,5,4,1
5,52,3031,3,4,5,1,5,4,1
4,39,584,3,3,3,1,2,3,1
2,70,294,2,5,3,1,4,2,0
1,31,679,1,1,5,1,3,5,0
1,31,1919,3,1,3,0,2,2,1
5,58,362,3,4,3,1,4,4,1
4,46,1589,1,3,3,1,5,5,0
1,43,189,3,5,4,1,4,4,1
0,55,328,3,5,3,1,5,2,1
3,23,666,1,3,3,1,3,3,0
3,7,162,1,3,4,1,4,2,0
2,50,509,3,4,4,1,4,2,1
2,35,589,2,2,3,1,2,2,0
2,18,3432,3,4,5,1,4,4,1
1,49,2429,3,5,5,1,2,5,1
1,62,397,3,5,3,1,5,2,1
4,53,1416,3,4,4,1,4,4,1
2,49,1754,1,3,3,1,2,2,1
4,41,644,3,4,3,1,4,4,1
3,40,302,1,3,4,1,1,4,0
4,37,197,1,4,3,1,3,2,0
1,43,1788,3,2,4,1,2,1,1
4,50,406,1,4,3,1,1,1,0
4,16,331,1,2,3,1,3,2,0
2,38,680,1,2,3,1,3,2,0
3,52,561,1,3,1,1,4,3,1
2,18,1379,3,2,1,1,2,5,1
1,53,414,1,2,4,1,1,4,0
2,26,300,1,2,4,0,2,1,1
4,52,1660,1,4,3,1,5,4,0
4,54,2722,3,5,4,1,4,4,1
4,38,391,1,4,3,0,2,3,1
4,31,3413,3,4,1,1,4,4,1
1,17,393,1,1,5,1,5,3,0
2,33,347,1,2,4,0,4,4,1
5,26,1013,3,5,3,0,1,3,1
1,25,1416,3,5,1,1,4,2,1
4,52,526,1,4,5,1,4,2,1
2,46,994,1,2,2,1,3,5,1
2,39,2296,3,3,3,1,5,5,1
0,36,337,3,4,5,1,4,2,1
5,32,2541,1,5,3,1,5,1,1
3,32,3821,3,3,2,1,3,1,1
1,30,3499,3,5,3,1,5,4,1
4,65,835,1,4,2,1,5,1,0
1,37,1005,3,5,5,1,5,4,1
0,44,3932,3,5,5,1,5,4,1
2,52,2167,3,5,5,1,4,4,1
4,42,3369,3,4,5,1,4,4,1
1,24,919,1,1,1,1,2,5,0
1,77,2039,3,1,1,1,1,1,1
3,32,405,1,3,4,1,4,1,0
5,59,546,3,4,3,1,4,5,1
2,23,427,1,1,4,0,5,5,1
2,53,1290,1,3,3,1,5,4,0
2,59,1979,3,4,3,1,3,2,0
5,49,725,3,5,3,1,4,5,1
4,25,817,1,4,2,1,3,1,1
3,55,2929,3,1,4,1,4,4,1
3,50,2979,2,1,1,1,1,5,0
2,16,583,3,2,4,1,2,5,1
2,36,956,3,3,1,1,4,2,1
2,27,475,1,2,3,0,3,3,1
3,39,1072,3,3,5,0,5,5,1
3,22,930,1,4,3,1,3,4,0
5,29,946,1,5,4,1,5,3,1
4,65,293,1,4,2,1,4,2,1
4,56,3312,3,4,4,1,2,4,1
3,54,802,1,3,1,1,3,4,1
4,35,937,2,4,1,1,4,3,1
3,41,3657,3,4,5,1,5,4,1
2,54,2383,3,4,4,1,5,5,1
3,62,253,1,3,5,1,4,3,0
4,40,237,1,4,4,1,4,5,0
0,36,3285,3,4,4,1,4,1,1
3,29,86,1,3,1,1,3,1,0
4,10,1050,1,3,3,1,4,5,0
4,30,127,1,4,4,0,3,4,1
2,44,547,1,3,4,1,2,2,0
1,22,647,1,1,3,0,3,2,1
3,21,689,1,3,4,0,5,1,1
1,10,550,2,1,1,1,1,1,1
4,60,1471,3,5,4,1,4,5,1
3,44,2938,3,4,3,1,5,2,1
3,42,2405,3,4,5,1,5,5,1
3,24,3778,3,5,5,1,5,3,1
3,49,507,1,3,4,1,5,3,0
3,19,386,2,3,3,1,2,3,1
3,11,1102,2,3,5,1,5,3,0
5,45,2708,3,5,3,1,4,3,1
3,34,859,1,4,5,1,4,3,0
2,37,163,3,2,3,1,2,5,1
1,36,846,1,1,1,1,5,4,0
1,33,744,1,1,5,1,1,2,0
3,43,1541,1,2,1,1,4,3,0
2,58,967,1,5,5,1,4,2,0
2,33,2760,3,4,1,1,4,2,1
3,40,3013,3,5,3,1,5,4,1
2,36,907,1,1,5,1,3,3,0
1,40,2026,3,4,3,1,5,5,1
4,53,2556,3,2,1,1,4,4,1
1,43,214,3,4,3,1,3,4,1
3,40,501,3,4,3,1,3,3,1
1,40,480,1,1,5,1,2,2,0
1,16,2401,3,5,4,1,5,4,1
2,57,406,1,2,4,1,3,5,0
4,64,351,1,3,3,1,4,4,0
0,59,250,3,1,1,1,1,5,1
3,60,2644,3,4,2,1,3,3,1
3,30,728,2,3,1,1,3,4,1
4,11,214,1,4,4,1,1,5,0
2,36,842,1,2,1,1,3,1,0
4,55,1172,1,2,1,1,3,4,1
1,22,850,3,4,3,1,4,1,1
4,36,77,1,4,2,1,4,5,1
2,27,622,1,2,3,0,4,3,1
3,55,1721,3,3,3,0,4,4,1
2,29,2714,3,4,4,1,4,1,1
1,24,679,1,1,3,0,4,5,1
1,27,200,1,1,2,0,1,5,1
3,60,794,1,5,3,1,2,3,1
3,18,529,3,4,3,1,4,5,1
2,75,373,3,2,2,1,3,5,1
5,43,106,1,3,1,1,3,5,1
5,42,1204,1,5,3,1,5,2,0
2,48,1069,3,3,3,1,3,4,1
3,56,1065,3,5,5,1,5,4,1
1,41,641,3,4,5,1,5,5,1
3,58,2024,3,2,4,1,3,3,1
3,40,3572,3,2,1,1,2,5,1
1,26,1558,3,1,1,1,1,4,1
4,30,306,1,4,2,0,3,3,1
2,66,1999,3,2,1,1,4,2,1
3,43,826,1,2,1,1,2,3,1
1,17,491,1,1,5,1,1,2,0
5,32,2416,3,4,3,1,5,5,1
1,7,406,2,1,5,1,3,4,0
5,37,472,3,3,5,1,5,3,1
5,37,393,3,5,4,0,1,2,1
3,51,328,1,4,3,1,4,3,1
4,39,239,3,3,3,0,5,2,1
4,43,832,3,4,3,0,5,3,1
3,17,526,1,3,4,1,2,4,0
2,68,861,1,2,4,1,3,2,0
2,23,423,1,2,5,0,4,2,1
2,78,3771,3,4,4,1,4,4,1
1,47,868,1,1,2,1,4,1,0
3,27,453,1,3,4,0,4,4,1
2,59,3059,3,4,3,1,4,5,1
2,56,239,1,2,3,1,4,3,0
1,30,2207,3,1,4,1,1,2,1
2,54,1585,3,4,3,1,5,4,1
2,32,451,2,2,3,1,5,5,0
2,30,719,3,2,1,0,3,2,1
5,22,3907,3,3,3,1,3,2,1
3,20,1933,3,4,5,1,4,4,1
4,31,3094,3,4,1,1,4,3,1
1,52,1379,3,5,5,1,5,4,1
4,48,883,1,3,4,1,3,4,0
5,44,1913,3,5,3,1,5,5,1
4,67,236,1,4,5,1,2,5,0
1,49,842,3,4,4,1,5,5,1
4,26,191,1,4,5,0,4,3,1
0,28,1771,1,0,3,1,3,5,0
2,27,472,1,2,1,0,1,3,1
5,34,3860,3,4,2,1,1,2,1
3,43,2043,3,5,3,1,5,5,1
2,19,588,1,2,4,1,1,2,0
5,46,2159,3,5,5,1,5,5,1
5,48,547,3,5,5,1,5,5,1
1,43,861,3,5,3,1,4,1,0
2,60,1744,3,5,4,1,5,2,1
3,58,419,2,3,5,1,3,4,1
1,40,302,3,1,2,0,2,3,1
3,45,3921,3,5,5,1,5,5,1
1,70,1050,1,1,4,1,4,4,0
2,45,1250,1,2,3,1,2,1,1
2,57,3370,3,5,4,1,5,4,1
0,17,405,1,0,1,1,4,3,0
1,20,2116,3,1,3,1,1,3,1
1,53,900,1,1,1,1,1,4,1
1,13,484,1,1,2,0,1,1,1
4,80,1064,1,5,4,1,2,4,1
2,50,1749,3,5,5,1,5,5,1
4,19,1927,1,4,4,1,5,2,0
5,24,913,2,5,5,1,3,5,1
4,40,986,3,4,3,0,2,2,1
5,38,163,1,5,4,1,5,5,1
3,52,2979,1,3,3,1,3,1,0
3,30,725,3,4,3,1,4,5,1
5,33,342,3,5,3,1,4,3,1
1,9,680,1,1,2,1,5,4,0
5,45,1927,3,5,5,1,5,5,1
1,30,601,1,1,1,0,1,5,1
1,46,2038,3,4,2,1,4,1,1
3,63,347,1,3,1,1,2,3,0
1,34,414,1,1,1,1,4,1,0
1,10,1240,1,1,3,0,3,3,1
2,31,2402,3,2,2,1,2,2,1
2,40,2134,3,4,5,1,4,4,1
